0.000000	-0.000000
0.010000	0.010067
0.020000	0.020272
0.030000	0.030616
0.040000	0.041106
0.050000	0.051745
0.060000	0.062536
0.070000	0.073485
0.080000	0.084597
0.090000	0.095875
0.100000	0.107326
0.110000	0.118954
0.120000	0.130765
0.130000	0.142765
0.140000	0.154961
0.150000	0.167358
0.160000	0.179963
0.170000	0.192784
0.180000	0.205828
0.190000	0.219102
0.200000	0.232616
0.210000	0.246378
0.220000	0.260397
0.230000	0.274683
0.240000	0.289247
0.250000	0.304099
0.260000	0.319251
0.270000	0.334715
0.280000	0.350505
0.290000	0.366635
0.300000	0.383119
0.310000	0.399974
0.320000	0.417216
0.330000	0.434864
0.340000	0.452937
0.350000	0.471456
0.360000	0.490445
0.370000	0.509926
0.380000	0.529928
0.390000	0.550477
0.400000	0.571605
0.410000	0.593346
0.420000	0.615735
0.430000	0.638814
0.440000	0.662626
0.450000	0.687218
0.460000	0.712644
0.470000	0.738963
0.480000	0.766238
0.490000	0.794544
0.500000	0.823959
0.510000	0.854576
0.520000	0.886495
0.530000	0.919834
0.540000	0.954724
0.550000	0.991317
0.560000	1.029787
0.570000	1.070337
0.580000	1.113206
0.590000	1.158675
0.600000	1.207078
0.610000	1.258823
0.620000	1.314404
0.630000	1.374436
0.640000	1.439695
0.650000	1.511177
0.660000	1.590198
0.670000	1.678535
0.680000	1.778683
0.690000	1.894296
0.700000	2.031038
0.710000	2.198395
0.720000	2.414157
0.730000	2.718256
0.740000	3.238116
